customer_id,customer_name,segment,total_orders,first_order_date,last_order_date,purchase_span_days,distinct_locations,total_order_lines,total_product_references,total_sales,total_quantity,total_profit,average_complete_order_value,comparable_profit_margin_percentage,average_shipping_days,unknown_sales_lines,unknown_quantity_lines,unknown_profit_lines,orders_with_unknown_sales,orders_with_unknown_profit,complete_loss_making_orders
GM-14500,"Gene McClure",Consumer,10,2023-08-09,2026-09-15,1133,9,13,13,1248.610000,53,145.251400,138.7344444444,19.4028314436,4.7000,1,0,1,1,1,1
GM-14680,"Greg Matthias",Consumer,6,2023-05-10,2026-07-31,1178,6,11,11,3163.628000,426,35.486500,527.2713333333,1.1217026781,4.6667,0,0,0,0,0,3
GM-14695,"Greg Maxwell",Corporate,3,2023-04-05,2026-09-04,1248,3,11,11,6049.966000,44,182.065100,2016.6553333333,4.2518267052,4.0000,0,0,1,0,1,1
GP-14740,"Guy Phonely",Corporate,2,2023-04-06,2024-11-26,600,2,5,5,236.530000,21,31.837600,118.2650000000,13.4602798799,4.0000,0,0,0,0,0,1
GR-14560,"Georgia Rosenberg",Corporate,2,2023-11-19,2023-11-21,2,2,5,5,1071.300000,23,123.880800,12.9600000000,48.0000000000,5.5000,1,0,1,1,1,0
GT-14635,"Grant Thornton",Corporate,3,2023-06-06,2026-11-04,1247,3,6,6,9334.072000,24,-4108.658900,4096.3820000000,-46.5834118986,3.6667,1,1,0,1,0,2
GT-14710,"Greg Tran",Consumer,11,2023-05-23,2026-11-24,1281,10,29,29,8287.424000,106,1436.865000,332.1460000000,17.1494028396,4.3636,2,0,1,2,1,0
GT-14755,"Guy Thornton",Consumer,4,2024-02-18,2026-11-26,1012,4,7,7,989.456000,23,-10.813800,247.3640000000,-2.2205838402,4.5000,0,0,1,0,1,1
GW-14605,"Giulietta Weimer",Consumer,7,2023-03-01,2026-12-02,1372,7,9,9,2189.019000,43,-1496.622300,312.7170000000,-68.3695436175,4.5714,0,0,0,0,0,3
GZ-14470,"Gary Zandusky",Consumer,9,2023-08-05,2026-12-23,1236,9,14,14,4355.150000,285,853.657300,483.9055555556,22.2658027179,3.5556,0,0,2,0,2,0
GZ-14545,"George Zrebassa",Corporate,8,2023-09-28,2026-07-26,1032,5,9,9,2529.110000,38,860.691800,316.1387500000,34.0314102589,5.0000,0,0,0,0,0,0
HA-14905,"Helen Abelman",Consumer,7,2023-06-30,2026-10-22,1210,7,10,10,2145.804000,45,269.492400,357.6340000000,17.6219188989,4.0000,1,0,2,1,2,1
HA-14920,"Helen Andreada",Consumer,8,2023-10-11,2026-12-10,1156,7,18,18,2584.158000,72,99.144500,323.0197500000,3.8366268626,3.7500,0,0,0,0,0,2
HD-14785,"Harold Dahlen","Home Office",3,2023-05-11,2024-11-22,561,3,7,7,251.360000,31,-135.876000,83.7866666667,-54.0563335455,3.6667,0,0,0,0,0,2
HE-14800,"Harold Engle",Corporate,4,2025-01-30,2026-12-18,687,3,11,11,883.532000,44,265.207400,220.8830000000,35.5167781343,5.0000,0,0,1,0,1,0
HF-14995,"Herbert Flentye",Consumer,7,2023-05-26,2026-12-09,1293,7,19,19,1831.521000,70,122.324600,341.6070000000,12.5275253603,4.7143,2,0,2,2,2,1
HG-14845,"Harry Greene",Consumer,5,2023-04-29,2026-11-06,1287,5,10,10,511.564000,31,147.003200,113.7150000000,5.5163346964,3.8000,1,0,0,1,0,1
HG-14965,"Henry Goldwyn",Corporate,12,2023-09-20,2026-12-07,1174,12,17,17,3216.282000,67,-2797.963500,292.3892727273,-87.4812438710,4.3333,1,1,0,1,0,4
HG-15025,"Hunter Glantz",Consumer,7,2023-10-14,2026-12-24,1167,7,11,11,3690.284000,38,804.611300,527.1834285714,21.8035061800,3.7143,0,0,0,0,0,0
HH-15010,"Hilary Holden",Corporate,2,2023-08-29,2026-10-19,1147,1,6,6,218.668000,20,90.084800,109.3340000000,48.8916288125,2.5000,0,0,1,0,1,0
HJ-14875,"Heather Jas","Home Office",5,2024-04-13,2026-08-26,865,5,6,6,358.100000,21,98.654800,71.6200000000,27.5495113097,2.4000,0,0,0,0,0,0
HK-14890,"Heather Kirkland",Corporate,8,2023-06-10,2026-08-01,1148,8,15,15,2423.008000,459,311.268600,344.8566666667,28.6228282017,4.5000,2,0,2,2,2,0
HL-15040,"Hunter Lopez",Consumer,6,2023-01-20,2026-11-17,1397,6,11,11,2373.328000,50,5622.429200,474.6656000000,24.5412180702,4.6667,1,0,0,1,0,0
HM-14860,"Harry Marie",Corporate,10,2023-07-21,2026-12-28,1256,10,20,20,8139.832800,76,2385.808400,933.5158500000,32.9247087770,4.9000,3,0,0,2,0,4
HM-14980,"Henry MacAllister",Consumer,4,2024-10-02,2026-04-27,572,4,7,7,724.468000,26,113.142700,55.6466666667,25.9544147598,4.0000,1,1,1,1,1,0
HO-15230,"Harry Olson",Consumer,4,2023-12-30,2026-12-30,1096,1,10,10,944.222000,38,329.353000,271.9790000000,30.2737527530,4.5000,2,0,0,2,0,2
HP-14815,"Harold Pawlan","Home Office",7,2023-05-06,2026-11-30,1304,7,10,10,1921.504000,44,373.863700,319.8266666667,26.1359121608,3.5714,1,0,0,1,0,1
HR-14770,"Hallie Redmond","Home Office",5,2023-03-01,2026-12-17,1387,5,13,13,1299.288000,196,183.975600,259.8576000000,14.2247562141,4.2000,0,0,1,0,1,0
HR-14830,"Harold Ryan",Corporate,7,2023-11-24,2026-07-24,973,7,14,14,5040.941000,47,1196.950400,753.9901666667,22.9058955455,3.2857,1,2,0,1,0,0
HW-14935,"Helen Wasserman",Corporate,8,2024-09-27,2026-09-04,707,8,20,20,7374.374000,85,1792.845100,689.7048571429,7.8804272242,3.5000,1,0,1,1,1,1
HZ-14950,"Henia Zydlo",Consumer,5,2025-03-14,2026-11-25,621,4,6,6,886.520000,21,-130.387900,177.3040000000,-14.7078351306,4.4000,0,0,0,0,0,3
IG-15085,"Ivan Gibson",Consumer,4,2023-10-18,2026-10-20,1098,4,7,7,374.434000,19,320.498200,124.8113333333,47.0426296757,5.5000,1,0,0,1,0,0
IL-15100,"Ivan Liston",Consumer,7,2023-08-01,2026-08-10,1105,6,14,14,3771.916000,613,1121.937000,580.3860000000,22.1515566077,4.2857,1,0,0,1,0,0
IM-15055,"Ionia McGrath",Consumer,3,2023-01-23,2025-11-16,1028,3,4,4,2872.630000,19,975.770100,957.5433333333,33.9678308728,2.0000,0,0,0,0,0,0
IM-15070,"Irene Maddox",Consumer,7,2023-12-19,2025-12-05,717,7,21,21,4930.474000,93,663.829100,704.3534285714,20.1661517995,4.2857,0,0,3,0,1,1
JA-15970,"Joseph Airdo",Consumer,8,2023-09-17,2026-09-29,1108,8,24,24,6461.101000,245,-797.935900,881.8190000000,-14.2407244895,4.3750,1,0,2,1,1,3
JB-15400,"Jennifer Braxton",Corporate,12,2023-08-19,2026-12-23,1222,11,18,18,1796.485000,49,174.714400,156.8165000000,16.4314852072,4.0833,2,0,0,2,0,3
JB-15925,"Joni Blumstein",Consumer,3,2023-12-05,2024-12-24,385,3,8,8,900.552000,190,-286.980800,300.1840000000,-31.8672103332,3.0000,0,0,0,0,0,1
JB-16000,"Joy Bell-",Consumer,7,2025-01-10,2026-11-17,676,7,7,7,644.118800,32,118.794500,92.0169714286,19.1448773479,4.2857,0,0,1,0,1,1
JB-16045,"Julia Barnett","Home Office",5,2024-05-03,2026-12-23,964,5,9,9,2518.115000,32,201.518500,503.6230000000,8.0027520586,5.0000,0,0,0,0,0,1
JC-15340,"Jasper Cacioppo",Consumer,4,2023-01-28,2026-09-07,1318,4,4,4,71.263000,12,-0.355600,17.8157500000,-0.4989966743,5.0000,0,0,0,0,0,1
JC-15385,"Jenna Caffey",Consumer,1,2026-07-08,2026-07-08,0,1,4,4,1058.108000,14,502.924400,1058.1080000000,47.5305356353,7.0000,0,0,0,0,0,0
JC-15775,"John Castell",Consumer,9,2023-09-14,2026-07-25,1045,9,16,16,2629.655000,295,279.569200,327.8118750000,8.5202984181,3.6667,1,2,0,1,0,1
JC-16105,"Julie Creighton",Corporate,5,2023-11-18,2026-11-03,1081,5,9,9,858.576000,43,201.595200,171.7152000000,23.4801811371,4.4000,0,0,0,0,0,0
JD-15790,"John Dryer",Consumer,5,2024-04-02,2026-09-04,885,5,7,7,2152.352000,26,-266.552500,430.4704000000,-12.3842429119,5.2000,0,0,0,0,0,1
JD-15895,"Jonathan Doherty",Corporate,11,2023-03-26,2025-12-01,981,10,32,32,7478.816000,150,1149.612100,753.4375555556,24.2608089237,3.5455,2,0,1,2,1,1
JD-16015,"Joy Daniels",Consumer,6,2023-10-04,2026-09-09,1071,6,11,11,379.172000,39,7.622900,71.3200000000,2.4063980386,4.1667,1,0,1,1,1,3
JD-16060,"Julia Dunbar",Consumer,3,2023-09-24,2026-03-05,893,3,6,6,695.442000,17,111.114100,231.8140000000,15.9774790709,3.6667,0,0,0,0,0,1
JD-16150,"Justin Deggeller",Corporate,8,2023-11-16,2026-11-19,1099,8,17,17,8828.030500,60,1087.322000,1103.5038125000,12.3166996308,3.8750,0,0,0,0,0,2
JE-15475,"Jeremy Ellison",Consumer,6,2024-03-16,2026-06-20,826,6,13,13,1388.682000,49,276.219700,231.4470000000,19.8907813308,4.8333,0,0,0,0,0,1
JE-15610,"Jim Epp",Corporate,7,2023-10-14,2026-11-12,1125,7,20,20,7754.976000,72,1612.400300,1107.8537142857,21.3906852122,3.2857,0,1,1,0,1,1
JE-15715,"Joe Elijah",Consumer,12,2023-08-25,2026-11-14,1177,11,30,30,6424.299000,129,1369.863400,636.2099000000,18.1326788039,3.9167,2,0,2,2,2,1
JE-15745,"Joel Eaton",Consumer,13,2023-06-22,2026-11-09,1236,13,23,23,6663.775000,90,189.261300,479.9212500000,-4.4429932740,3.4615,1,0,2,1,2,6
JE-16165,"Justin Ellison",Corporate,3,2025-12-05,2026-12-10,370,3,7,7,2697.248000,34,789.647600,899.0826666667,29.2760472897,3.6667,0,0,0,0,0,0
JF-15190,"Jamie Frazer",Consumer,7,2023-11-15,2026-10-26,1076,7,19,19,2224.626000,72,575.125900,295.7030000000,22.6473240605,4.8571,1,0,0,1,0,1
JF-15295,"Jason Fortune-",Consumer,5,2023-03-14,2026-05-19,1162,5,14,14,760.772000,35,74.223800,176.1770000000,15.7036389540,4.6000,1,2,2,1,1,0
JF-15355,"Jay Fein",Consumer,6,2024-10-23,2026-09-16,693,6,16,16,1911.844000,58,324.535000,318.6406666667,36.3587494087,3.6667,0,0,1,0,1,0
JF-15415,"Jennifer Ferguson",Consumer,6,2023-06-17,2026-12-28,1290,6,14,14,2371.448000,69,523.163700,395.2413333333,11.4210870038,2.6667,0,0,1,0,1,1
JF-15490,"Jeremy Farry",Consumer,11,2023-10-19,2026-08-31,1047,10,15,15,1082.918000,36,-45.085000,98.4470909091,-4.2206989781,3.7273,0,0,1,0,1,2
JF-15565,"Jill Fjeld",Consumer,8,2023-10-11,2026-11-06,1122,8,16,16,4187.164000,64,321.246400,590.4588571429,11.6821848528,3.8750,1,1,1,1,1,2
JG-15115,"Jack Garza",Consumer,3,2023-09-21,2024-12-03,439,3,7,7,2358.676000,17,684.191100,786.2253333333,29.0074219605,2.0000,0,1,0,0,0,1
JG-15160,"James Galang",Consumer,11,2023-05-30,2026-12-29,1309,9,18,18,6366.392000,70,1415.666400,578.7629090909,22.2365572211,3.1818,0,0,0,0,0,1
JG-15310,"Jason Gross",Corporate,6,2025-03-03,2026-12-28,665,5,11,11,2226.818000,46,3.797600,445.3636000000,1.2829607090,4.0000,1,0,0,1,0,3
JG-15805,"John Grady",Corporate,6,2023-04-05,2026-05-21,1142,6,9,9,1507.018000,46,200.890600,251.1696666667,13.2181490571,3.8333,0,0,1,0,1,0
JH-15430,"Jennifer Halladay",Consumer,4,2023-02-24,2026-12-25,1400,4,7,7,309.281000,29,-31.764000,77.3202500000,-16.9025547201,4.0000,0,0,1,0,1,2
JH-15820,"John Huston",Consumer,6,2023-05-19,2026-07-09,1147,6,8,8,528.910000,29,26.082200,88.1516666667,4.9313115653,3.5000,0,0,0,0,0,1
JH-15910,"Jonathan Howell",Consumer,7,2024-06-12,2026-11-19,890,7,9,9,959.477000,35,-1548.112700,137.0681428571,-161.3496415235,3.8571,0,0,0,0,0,2
JH-15985,"Joseph Holt",Consumer,6,2023-08-09,2026-12-01,1210,6,14,14,7846.718000,58,-644.698200,1696.9340000000,-16.6400254813,4.0000,2,2,0,2,0,1
JH-16180,"Justin Hirsh",Consumer,4,2024-05-25,2025-11-21,545,4,5,5,2256.394000,28,-118.790600,564.0985000000,-6.1586868724,3.7500,0,0,1,0,1,2
JJ-15445,"Jennifer Jackson",Consumer,5,2024-03-05,2025-09-03,547,5,6,6,709.178000,25,200.555800,141.8356000000,28.2800368878,4.8000,0,0,0,0,0,0
JJ-15760,"Joel Jenkins","Home Office",2,2024-10-05,2024-12-08,64,2,3,3,195.000000,11,34.449200,97.5000000000,17.6662564103,3.0000,0,0,0,0,0,0
JK-15205,"Jamie Kunitz",Consumer,5,2023-07-11,2026-10-30,1207,5,13,13,4427.142000,67,1205.375800,885.4284000000,29.5409329856,5.0000,0,0,2,0,2,0
JK-15325,"Jason Klamczynski",Corporate,3,2023-11-21,2026-03-18,848,3,4,4,383.812000,15,55.327700,127.9373333333,14.4153127052,4.0000,0,0,0,0,0,0
JK-15370,"Jay Kimmel",Consumer,8,2023-04-11,2026-11-16,1315,8,17,17,2129.546000,72,-111.289500,233.2096666667,-21.7633202740,3.3750,2,0,0,2,0,2
JK-15625,"Jim Karlsson",Consumer,7,2023-05-31,2026-10-30,1248,6,12,12,3760.028000,44,712.952300,537.1468571429,26.0544700387,4.1429,0,0,1,0,1,0
JK-15640,"Jim Kriz","Home Office",9,2023-09-19,2026-07-03,1018,8,12,12,4723.666000,118,1172.530300,674.8094285714,24.5479231597,3.1111,2,1,0,2,0,0
JK-15730,"Joe Kamberova",Consumer,10,2023-11-18,2026-10-07,1054,10,20,20,4841.280000,88,34.571500,507.5966666667,-4.2808181851,4.1000,1,0,2,1,2,3
JK-16090,"Juliana Krohn",Consumer,3,2024-04-21,2026-12-02,955,3,9,9,3747.668000,43,586.662500,1249.2226666667,15.6540680765,5.6667,0,0,0,0,0,1
JK-16120,"Julie Kriz","Home Office",10,2023-11-02,2026-09-04,1037,9,17,17,2902.100000,49,-111.473000,322.4555555556,-4.3234105709,4.0000,1,0,1,1,1,4
JL-15130,"Jack Lebron",Consumer,6,2023-07-18,2026-12-22,1253,6,12,12,1187.836000,39,-207.795600,234.2136000000,-17.4641267629,4.1667,1,1,0,1,0,2
JL-15175,"James Lanier","Home Office",5,2023-12-31,2026-12-24,1089,5,7,7,1571.523000,29,209.281700,314.3046000000,13.3171261254,4.4000,0,0,0,0,0,1
JL-15235,"Janet Lee",Consumer,5,2023-05-25,2026-09-02,1196,5,10,10,2203.700000,197,54.517400,440.7400000000,2.4739029813,4.4000,0,0,0,0,0,1
JL-15505,"Jeremy Lonsdale",Consumer,6,2023-11-14,2026-11-11,1093,6,17,17,1312.070000,52,179.248300,40.5390000000,22.5867682972,4.5000,2,2,1,2,1,1
JL-15835,"John Lee",Consumer,11,2023-04-18,2026-12-09,1331,11,34,34,7163.888000,130,1135.464400,788.5048888889,15.5290064667,4.1818,2,2,2,2,2,2
JL-15850,"John Lucas",Consumer,6,2023-07-22,2025-04-25,643,6,11,11,2725.256000,433,779.904600,454.2093333333,28.6176638085,4.0000,0,0,0,0,0,1
JM-15250,"Janet Martin",Consumer,6,2025-03-29,2026-11-23,604,6,19,19,3159.122000,91,233.840200,526.5203333333,18.6360617361,4.0000,0,0,2,0,1,0
JM-15265,"Janet Molinari",Corporate,5,2023-08-25,2026-11-23,1186,5,13,13,1804.146000,52,562.493700,360.8292000000,32.7794257245,4.4000,0,0,2,0,1,0
JM-15535,"Jessica Myrick",Consumer,9,2023-09-13,2026-09-19,1102,7,12,12,2061.703000,54,394.625500,257.7128750000,18.9947776183,3.8889,1,0,0,1,0,1
JM-15580,"Jill Matthias",Consumer,5,2025-04-14,2026-12-30,625,5,7,7,303.948000,342,-23.957800,60.7896000000,-7.8822035348,4.0000,0,0,0,0,0,2
JM-15655,"Jim Mitchum",Corporate,5,2023-04-08,2026-12-22,1354,5,12,12,864.947000,41,124.831300,172.9894000000,8.3011553074,3.4000,0,0,2,0,2,0
JM-15865,"John Murray",Consumer,7,2023-11-19,2026-09-12,1028,7,13,13,7613.428000,50,1468.970800,1213.2920000000,25.6974432534,3.8571,1,0,1,1,1,2
JM-16195,"Justin MacKendrick",Consumer,10,2023-04-30,2026-11-03,1283,10,19,19,2679.046000,74,749.938400,260.3157500000,26.6428990562,2.9000,3,0,1,2,1,0
JO-15145,"Jack O'Briant",Corporate,9,2023-01-06,2026-11-03,1397,9,13,13,3254.949000,59,581.404500,361.6610000000,17.8621692690,3.4444,0,0,0,0,0,2
JO-15280,"Jas O'Carroll",Consumer,6,2023-03-31,2026-09-29,1278,6,11,11,1934.272000,36,202.136200,322.3786666667,10.4502469146,3.6667,0,0,0,0,0,2
JO-15550,"Jesus Ocampo","Home Office",5,2024-03-19,2026-05-29,801,5,11,11,1090.838000,42,153.382100,218.1676000000,14.0609421381,4.2000,0,0,0,0,0,0
JP-11135,"James Peterman",Corporate,5,2023-11-24,2026-12-29,1131,1,6,5,416.080000,45,186.676000,104.0200000000,36.3539703903,7.0000,1,0,0,1,0,0
JP-15460,"Jennifer Patt",Corporate,7,2023-08-24,2026-11-23,1187,7,15,15,1669.135000,54,448.633200,238.4478571429,42.6436797173,4.0000,0,0,3,0,3,0
JP-15520,"Jeremy Pistek",Consumer,7,2023-08-22,2026-12-22,1218,7,16,16,3621.290000,63,720.114000,603.5483333333,18.4408481215,3.8571,1,0,2,1,2,1
JP-16135,"Julie Prescott","Home Office",9,2023-09-23,2026-09-19,1092,8,13,13,1707.710000,43,310.134800,189.7455555556,15.5640194012,4.3333,0,1,3,0,3,0
JR-15670,"Jim Radford",Consumer,2,2024-12-24,2025-05-16,143,2,3,3,1156.658000,14,-785.164500,578.3290000000,-67.8821656877,5.5000,0,0,0,0,0,1
JR-15700,"Jocasta Rupert",Consumer,1,2026-10-23,2026-10-23,0,1,1,1,863.880000,3,107.985000,863.8800000000,12.5000000000,4.0000,0,0,0,0,0,0
JR-16210,"Justin Ritter",Corporate,5,2024-09-18,2026-11-27,800,5,10,10,1792.470000,33,452.373000,376.0185000000,32.8094229406,4.4000,1,1,0,1,0,2
JS-13215,"Jennifer Sheldon",Corporate,2,2025-09-26,2026-09-26,365,1,2,2,19.980000,2,8.991000,9.9900000000,45.0000000000,5.0000,0,0,0,0,0,0
JS-15595,"Jill Stevenson",Corporate,4,2023-03-03,2026-09-02,1279,4,8,8,1115.204000,35,-188.401400,351.8040000000,1.5494233532,4.2500,1,0,0,1,0,2
JS-15685,"Jim Sink",Corporate,4,2025-06-14,2026-11-18,522,4,11,11,793.888000,42,-54.869200,264.6293333333,7.9535652384,6.0000,1,0,0,1,0,1
JS-15880,"John Stevenson",Consumer,5,2023-04-08,2025-07-14,828,5,9,9,3626.688000,43,579.175800,868.9900000000,16.1372081382,3.2000,1,0,1,1,1,1
JS-15940,"Joni Sundaresam","Home Office",5,2023-05-03,2025-09-23,874,5,8,8,469.169000,37,-327.933600,93.8338000000,-69.8966896790,3.6000,0,0,0,0,0,3
JS-16030,"Joy Smith",Consumer,6,2023-02-27,2026-12-02,1374,6,18,18,2516.494000,65,-307.603800,419.4156666667,-16.5910420802,4.5000,0,1,1,0,1,1
JT-12540,"Jill Trafton",Consumer,2,2025-03-19,2026-03-19,365,1,2,2,144.588000,2,-197.603600,72.2940000000,-136.6666666667,2.0000,0,0,0,0,0,2
JW-15220,"Jane Waco",Corporate,10,2023-01-21,2026-11-18,1397,7,34,34,8846.354000,154,2517.319400,884.6354000000,28.5026748956,4.0000,0,0,1,0,1,0
JW-15955,"Joni Wasserman",Consumer,7,2024-08-16,2026-12-25,861,6,11,11,1049.238000,41,-30.776500,174.8730000000,-4.1040847369,4.1429,1,0,1,1,1,1
JW-16075,"Julia West",Consumer,4,2024-03-21,2025-09-25,553,4,7,7,1428.731000,38,154.063700,357.1827500000,10.7832545105,5.5000,0,0,0,0,0,1
KA-16525,"Kelly Andreada",Consumer,7,2023-03-11,2026-11-24,1354,7,11,11,1506.546000,57,240.818800,166.7730000000,15.3578419493,4.0000,1,0,2,1,2,1
KB-16240,"Karen Bern",Corporate,7,2023-03-31,2026-12-26,1366,7,10,10,3152.615000,34,763.907600,450.3735714286,24.2309194113,4.5714,0,0,0,0,0,2
KB-16315,"Karl Braun",Consumer,9,2023-08-26,2026-03-09,926,9,22,22,1521.644000,141,67.954500,188.5742500000,6.0190036769,5.1111,1,0,1,1,1,1
KB-16405,"Katrina Bavinger","Home Office",3,2024-11-20,2026-09-04,653,3,9,9,727.057000,25,274.297000,105.6480000000,30.6275556565,3.0000,1,0,0,1,0,0
KB-16585,"Ken Black",Corporate,12,2023-04-04,2026-05-14,1136,12,23,23,2744.742000,102,118.916300,228.7285000000,4.3325128555,4.4167,0,0,0,0,0,2
KB-16600,"Ken Brennan",Corporate,7,2023-12-30,2026-12-29,1095,7,9,9,983.922000,29,294.890000,140.5602857143,29.9963584061,3.8571,0,0,1,0,1,1
KC-16255,"Karen Carlisle",Corporate,6,2023-09-08,2025-11-18,802,6,10,10,2120.954000,40,818.227300,353.4923333333,37.2417961868,2.6667,0,0,1,0,1,1
KC-16540,"Kelly Collister",Consumer,4,2024-11-02,2026-09-24,691,4,5,5,3908.262000,28,709.421900,977.0655000000,18.1518511297,3.7500,0,0,0,0,0,1
KC-16675,"Kimberly Carter",Corporate,4,2023-12-13,2026-11-03,1056,4,7,7,838.914000,40,156.779700,233.0180000000,9.1797057166,3.7500,1,0,0,1,0,1
KD-16270,"Karen Daniels",Consumer,5,2023-11-11,2025-09-02,661,5,16,16,8242.378000,64,1099.821700,2041.7245000000,37.0527125493,3.4000,1,0,1,1,1,0
KD-16345,"Katherine Ducich",Consumer,6,2023-09-02,2026-11-19,1174,6,10,10,1529.906000,36,328.594200,222.7908000000,30.2717526936,2.8333,1,0,0,1,0,1
KD-16495,"Keith Dawkins",Corporate,12,2023-09-28,2026-09-09,1077,10,28,28,8181.256000,81,2910.068200,681.7713333333,22.1397150613,4.5000,0,1,3,0,2,2
KD-16615,"Ken Dana",Corporate,5,2024-09-13,2026-03-16,549,5,13,13,2243.510000,293,492.462300,448.7020000000,30.7771322947,4.4000,0,0,2,0,2,0
KE-16420,"Katrina Edelman",Corporate,8,2023-04-03,2026-12-04,1341,8,15,15,1480.732000,67,397.879900,202.7057142857,29.5266396042,3.7500,1,0,0,1,0,1
KF-16285,"Karen Ferguson","Home Office",7,2023-09-26,2026-09-24,1094,7,18,18,10160.346000,616,1403.354600,1660.7393333333,16.2832646605,3.7143,1,1,1,1,1,0
KH-16330,"Katharine Harms",Corporate,8,2023-04-01,2026-11-20,1329,8,18,18,3312.864000,70,454.787100,414.1080000000,13.7279133704,4.2500,0,0,0,0,0,1
KH-16360,"Katherine Hughes",Consumer,6,2023-04-29,2026-12-29,1340,6,14,14,2841.862000,40,528.205100,257.1864000000,2.5926876382,4.1667,1,0,0,1,0,1
KH-16510,"Keith Herrera",Consumer,7,2023-08-15,2026-12-08,1211,7,23,23,5942.987000,486,656.116200,871.6158333333,12.9907193441,3.8571,1,0,0,1,0,3
KH-16630,"Ken Heidel",Corporate,9,2023-11-01,2026-11-02,1097,9,17,17,2940.126000,84,609.286700,359.3157500000,27.5074857164,3.8889,1,0,2,1,2,0
KH-16690,"Kristen Hastings",Corporate,7,2023-03-21,2026-12-28,1378,7,15,15,5990.799000,69,1227.509100,855.8284285714,20.4899062713,4.2857,0,0,0,0,0,1
KL-16555,"Kelly Lampkin",Corporate,8,2023-06-15,2026-12-14,1278,8,22,22,4980.920000,84,-7106.850200,664.0080000000,-188.4792333600,3.8750,1,0,1,1,1,3
KL-16645,"Ken Lonsdale",Consumer,12,2023-07-25,2026-11-13,1207,11,29,29,14167.821000,421,730.098800,1227.0254545455,9.3549873404,4.0000,1,2,3,1,3,1
KM-16225,"Kalyca Meade",Corporate,6,2024-07-06,2026-12-16,893,6,19,19,2108.228000,66,608.780300,329.6395000000,27.5831778257,4.6667,2,1,2,2,2,0
KM-16375,"Katherine Murray","Home Office",8,2023-07-20,2026-11-04,1203,8,20,20,4899.700000,66,862.251400,676.7422857143,21.8312689616,4.6250,2,1,2,1,1,1
KM-16660,"Khloe Miller",Consumer,5,2023-12-22,2026-12-15,1089,5,9,9,453.538000,30,66.095100,90.7076000000,17.6152219734,4.4000,0,0,3,0,2,0
KM-16720,"Kunst Miller",Consumer,8,2023-03-30,2026-12-02,1343,8,28,28,4909.472000,98,745.768500,613.6840000000,15.1904013303,5.0000,0,0,0,0,0,0
KN-16390,"Katherine Nockton",Corporate,9,2023-12-02,2026-12-11,1105,9,17,17,2608.602000,56,-159.547600,326.0752500000,-6.7278543559,4.0000,1,0,1,1,1,4
KN-16450,"Kean Nguyen",Corporate,5,2023-04-12,2026-11-08,1306,5,8,8,2170.795000,49,114.308300,542.6987500000,5.3051577878,4.2000,1,0,0,1,0,2
KN-16705,"Kristina Nunn","Home Office",8,2023-03-02,2026-09-23,1301,8,15,15,2245.412000,55,516.330700,143.2031428571,24.1017811310,5.1250,1,0,1,1,1,0
KS-16300,"Karen Seio",Corporate,3,2024-01-13,2026-03-10,787,3,4,4,88.472000,10,0.111000,29.4906666667,0.1254634235,4.3333,0,0,0,0,0,1
KT-16465,"Kean Takahito",Consumer,7,2023-09-08,2025-12-04,818,7,14,14,2123.564000,45,254.003200,346.7646666667,6.9539380214,5.1429,1,0,0,1,0,1
KT-16480,"Kean Thornton",Consumer,10,2023-03-10,2026-09-21,1291,10,13,13,4642.088400,37,-207.322900,464.2088400000,-7.2163927831,4.2000,0,0,1,0,1,4
KW-16435,"Katrina Willman",Consumer,5,2024-08-24,2026-09-25,762,5,10,10,4416.520000,42,1760.986000,883.3040000000,39.8977467676,3.6000,0,0,1,0,1,0
KW-16570,"Kelly Williams",Consumer,4,2023-09-30,2024-11-20,417,4,5,5,379.880000,19,107.927000,126.6266666667,25.4499842055,2.5000,1,1,0,1,0,0
LA-16780,"Laura Armstrong",Corporate,11,2023-04-29,2026-07-29,1187,11,26,26,5168.322000,105,1989.942300,470.9652000000,24.1626833575,3.4545,1,0,1,1,1,1
LB-16735,"Larry Blacks",Consumer,3,2025-07-25,2026-11-12,475,3,3,3,50.188000,12,18.650700,16.7293333333,37.1616721129,2.6667,0,0,0,0,0,1
LB-16795,"Laurel Beltran","Home Office",8,2023-04-23,2026-07-31,1195,8,24,23,4962.160000,392,-167.975200,551.9376666667,17.6407443709,2.6250,2,0,2,2,2,2
LC-16870,"Lena Cacioppo",Consumer,8,2024-05-03,2026-12-03,944,8,30,29,2507.528000,113,-233.388500,349.5440000000,-12.1097770665,3.3750,1,0,3,1,2,3
LC-16885,"Lena Creighton",Consumer,12,2023-04-25,2026-12-14,1329,12,23,23,7651.606000,330,1245.232700,673.3572727273,0.3186089812,4.4167,1,0,2,1,2,3
LC-16930,"Linda Cazamias",Corporate,8,2023-02-20,2026-11-19,1368,8,14,14,4492.946000,52,288.266000,561.6182500000,6.4159684982,4.2500,0,0,0,0,0,1
LC-16960,"Lindsay Castell","Home Office",4,2024-02-23,2025-10-20,605,4,7,7,3219.746000,30,299.480200,1069.6166666667,9.0046776883,5.0000,1,0,0,1,0,0
LC-17050,"Liz Carlisle",Consumer,5,2023-01-31,2026-11-06,1375,5,9,9,2064.504000,43,86.778000,516.1260000000,5.1655022223,4.2000,1,0,0,1,0,2
